Program,SamplePoint,Description,Latitude,Longitude,SampleDate,sampleDateStart,sampleDateEnd,evaluationCode,speciesCode,speciesName,vegCommunity,abundance,breedEvidence,propSurveyed(number),Comments
Murrumbidgee River,Paika Creek,Bird diversity site in Western lakes,-34.4664,143.5936,2022-02-23 12:20,2022-02-23 12:20,2022-02-23 12:52,E3,203,"Cygnus (Chenopis) atratus (Latham, 1790)",River red gum woodland,1,FALSE,0.15,
Murrumbidgee River,Paika Creek,Bird diversity site in Western lakes,-34.4664,143.5936,2022-02-23 12:20,2022-02-23 12:20,2022-02-23 12:52,E3,188,"Egretta novaehollandiae (Latham, 1790)",River red gum woodland,2,FALSE,0.15,
Murrumbidgee River,Paika Creek,Bird diversity site in Western lakes,-34.4664,143.5936,2022-02-23 12:20,2022-02-23 12:20,2022-02-23 12:52,E3,59,"Fulica atra Linnaeus, 1758",River red gum woodland,16,TRUE,0.15,
Murrumbidgee River,Paika Creek,Bird diversity site in Western lakes,-34.4664,143.5936,2022-02-23 12:20,2022-02-23 12:20,2022-02-23 12:52,E3,213,"Malacorhynchus membranaceus (Latham, 1801)",River red gum woodland,5,FALSE,0.15,
Murrumbidgee River,Paika Creek,Bird diversity site in Western lakes,-34.4664,143.5936,2022-02-23 12:20,2022-02-23 12:20,2022-02-23 12:52,E3,216,"Oxyura australis Gould, 1837",River red gum woodland,2,FALSE,0.15,
Murrumbidgee River,Paika Creek,Bird diversity site in Western lakes,-34.4664,143.5936,2022-02-23 12:20,2022-02-23 12:20,2022-02-23 12:52,E3,106,"Pelecanus conspicillatus Temminck, 1824",River red gum woodland,2,FALSE,0.15,
Murrumbidgee River,Paika Creek,Bird diversity site in Western lakes,-34.4664,143.5936,2022-02-23 12:20,2022-02-23 12:20,2022-02-23 12:52,E3,96,"Phalacrocorax (Phalacrocorax) carbo (Linnaeus, 1758)",River red gum woodland,1,FALSE,0.15,
Murrumbidgee River,Paika Creek,Bird diversity site in Western lakes,-34.4664,143.5936,2022-02-23 12:20,2022-02-23 12:20,2022-02-23 12:52,E3,97,"Phalacrocorax (Phalacrocorax) sulcirostris (Brandt, 1837)",River red gum woodland,1,FALSE,0.15,
Murrumbidgee River,Paika Creek,Bird diversity site in Western lakes,-34.4664,143.5936,2022-02-23 12:20,2022-02-23 12:20,2022-02-23 12:52,E3,60,"Podiceps cristatus (Linnaeus, 1758)",River red gum woodland,4,TRUE,0.15,
Murrumbidgee River,Paika Creek,Bird diversity site in Western lakes,-34.4664,143.5936,2022-02-23 12:20,2022-02-23 12:20,2022-02-23 12:52,E3,62,"Poliocephalus poliocephalus (Jardine & Selby, 1827)",River red gum woodland,12,TRUE,0.15,
Murrumbidgee River,Paika Creek,Bird diversity site in Western lakes,-34.4664,143.5936,2022-02-23 12:20,2022-02-23 12:20,2022-02-23 12:52,E3,61,"Tachybaptus novaehollandiae (Stephens, 1826)",River red gum woodland,16,TRUE,0.15,
Murrumbidgee River,Paika Creek,Bird diversity site in Western lakes,-34.4664,143.5936,2022-02-23 12:20,2022-02-23 12:20,2022-02-23 12:52,E3,133,"Vanellus (Lobipluvia) miles (Boddaert, 1783)",River red gum woodland,3,FALSE,0.15,
Murrumbidgee River,Paika Creek,Bird diversity site in Western lakes,-34.4664,143.5936,2022-02-25 6:50,2022-02-25 6:50,2022-02-25 7:13,E3,211,"Anas (Nettion) gracilis Buller, 1869",River red gum woodland,2,FALSE,0.15,
Murrumbidgee River,Paika Creek,Bird diversity site in Western lakes,-34.4664,143.5936,2022-02-25 6:50,2022-02-25 6:50,2022-02-25 7:13,E3,224,"Aquila (Uroaetus) audax (Latham, 1801)",River red gum woodland,1,FALSE,0.15,
Murrumbidgee River,Paika Creek,Bird diversity site in Western lakes,-34.4664,143.5936,2022-02-25 6:50,2022-02-25 6:50,2022-02-25 7:13,E3,189,"Ardea (Ardea) pacifica Latham, 1801",River red gum woodland,1,FALSE,0.15,
Murrumbidgee River,Paika Creek,Bird diversity site in Western lakes,-34.4664,143.5936,2022-02-25 6:50,2022-02-25 6:50,2022-02-25 7:13,E3,202,"Chenonetta jubata (Latham, 1801)",River red gum woodland,7,FALSE,0.15,
Murrumbidgee River,Paika Creek,Bird diversity site in Western lakes,-34.4664,143.5936,2022-02-25 6:50,2022-02-25 6:50,2022-02-25 7:13,E3,188,"Egretta novaehollandiae (Latham, 1790)",River red gum woodland,5,FALSE,0.15,
Murrumbidgee River,Paika Creek,Bird diversity site in Western lakes,-34.4664,143.5936,2022-02-25 6:50,2022-02-25 6:50,2022-02-25 7:13,E3,59,"Fulica atra Linnaeus, 1758",River red gum woodland,2,FALSE,0.15,
Murrumbidgee River,Paika Creek,Bird diversity site in Western lakes,-34.4664,143.5936,2022-02-25 6:50,2022-02-25 6:50,2022-02-25 7:13,E3,56,"Gallinula (Gallinula) tenebrosa Gould, 1846",River red gum woodland,3,FALSE,0.15,
Murrumbidgee River,Paika Creek,Bird diversity site in Western lakes,-34.4664,143.5936,2022-02-25 6:50,2022-02-25 6:50,2022-02-25 7:13,E3,213,"Malacorhynchus membranaceus (Latham, 1801)",River red gum woodland,4,FALSE,0.15,
Murrumbidgee River,Paika Creek,Bird diversity site in Western lakes,-34.4664,143.5936,2022-02-25 6:50,2022-02-25 6:50,2022-02-25 7:13,E3,100,"Microcarbo melanoleucos (Vieillot, 1817)",River red gum woodland,6,FALSE,0.15,
Murrumbidgee River,Paika Creek,Bird diversity site in Western lakes,-34.4664,143.5936,2022-02-25 6:50,2022-02-25 6:50,2022-02-25 7:13,E3,229,"Milvus migrans (Boddaert, 1783)",River red gum woodland,1,FALSE,0.15,
Murrumbidgee River,Paika Creek,Bird diversity site in Western lakes,-34.4664,143.5936,2022-02-25 6:50,2022-02-25 6:50,2022-02-25 7:13,E3,192,"Nycticorax caledonicus (Gmelin, 1789)",River red gum woodland,1,FALSE,0.15,
Murrumbidgee River,Paika Creek,Bird diversity site in Western lakes,-34.4664,143.5936,2022-02-25 6:50,2022-02-25 6:50,2022-02-25 7:13,E3,106,"Pelecanus conspicillatus Temminck, 1824",River red gum woodland,2,FALSE,0.15,
Murrumbidgee River,Paika Creek,Bird diversity site in Western lakes,-34.4664,143.5936,2022-02-25 6:50,2022-02-25 6:50,2022-02-25 7:13,E3,96,"Phalacrocorax (Phalacrocorax) carbo (Linnaeus, 1758)",River red gum woodland,1,FALSE,0.15,
Murrumbidgee River,Paika Creek,Bird diversity site in Western lakes,-34.4664,143.5936,2022-02-25 6:50,2022-02-25 6:50,2022-02-25 7:13,E3,60,"Podiceps cristatus (Linnaeus, 1758)",River red gum woodland,3,FALSE,0.15,
Murrumbidgee River,Paika Creek,Bird diversity site in Western lakes,-34.4664,143.5936,2022-02-25 6:50,2022-02-25 6:50,2022-02-25 7:13,E3,61,"Tachybaptus novaehollandiae (Stephens, 1826)",River red gum woodland,9,FALSE,0.15,
Murrumbidgee River,Paika Creek,Bird diversity site in Western lakes,-34.4664,143.5936,2023-02-22 11:20,2023-02-22 11:20,2023-02-22 11:40,E3,61,"Tachybaptus novaehollandiae (Stephens, 1826)",River red gum woodland,12,TRUE,0.15,
Murrumbidgee River,Paika Creek,Bird diversity site in Western lakes,-34.4664,143.5936,2023-02-22 11:20,2023-02-22 11:20,2023-02-22 11:40,E3,202,"Chenonetta jubata (Latham, 1801)",River red gum woodland,6,FALSE,0.15,
Murrumbidgee River,Paika Creek,Bird diversity site in Western lakes,-34.4664,143.5936,2023-02-22 11:20,2023-02-22 11:20,2023-02-22 11:40,E3,56,"Gallinula (Gallinula) tenebrosa Gould, 1846",River red gum woodland,2,FALSE,0.15,
Murrumbidgee River,Paika Creek,Bird diversity site in Western lakes,-34.4664,143.5936,2023-02-22 11:20,2023-02-22 11:20,2023-02-22 11:40,E3,59,"Fulica atra Linnaeus, 1758",River red gum woodland,4,FALSE,0.15,
Murrumbidgee River,Paika Creek,Bird diversity site in Western lakes,-34.4664,143.5936,2023-02-22 11:20,2023-02-22 11:20,2023-02-22 11:40,E3,60,"Podiceps cristatus (Linnaeus, 1758)",River red gum woodland,1,TRUE,0.15,
Murrumbidgee River,Paika Creek,Bird diversity site in Western lakes,-34.4664,143.5936,2023-02-22 11:20,2023-02-22 11:20,2023-02-22 11:40,E3,326,"Todiramphus (Todiramphus) sanctus (Vigors & Horsfield, 1827)",River red gum woodland,1,FALSE,0.15,
Murrumbidgee River,Paika Creek,Bird diversity site in Western lakes,-34.4664,143.5936,2023-02-22 11:20,2023-02-22 11:20,2023-02-22 11:40,E3,228,"Haliastur sphenurus (Vieillot, 1818)",River red gum woodland,1,FALSE,0.15,
Murrumbidgee River,Paika Creek,Bird diversity site in Western lakes,-34.4664,143.5936,2023-02-22 11:20,2023-02-22 11:20,2023-02-22 11:40,E3,188,"Egretta novaehollandiae (Latham, 1790)",River red gum woodland,4,TRUE,0.15,
Murrumbidgee River,Paika Creek,Bird diversity site in Western lakes,-34.4664,143.5936,2023-02-23 14:11,2023-02-23 14:11,2023-02-23 14:37,E3,61,"Tachybaptus novaehollandiae (Stephens, 1826)",River red gum woodland,10,TRUE,0.15,
Murrumbidgee River,Paika Creek,Bird diversity site in Western lakes,-34.4664,143.5936,2023-02-23 14:11,2023-02-23 14:11,2023-02-23 14:37,E3,106,"Pelecanus conspicillatus Temminck, 1824",River red gum woodland,1,FALSE,0.15,
Murrumbidgee River,Paika Creek,Bird diversity site in Western lakes,-34.4664,143.5936,2023-02-23 14:11,2023-02-23 14:11,2023-02-23 14:37,E3,202,"Chenonetta jubata (Latham, 1801)",River red gum woodland,11,TRUE,0.15,
Murrumbidgee River,Paika Creek,Bird diversity site in Western lakes,-34.4664,143.5936,2023-02-23 14:11,2023-02-23 14:11,2023-02-23 14:37,E3,8712,"Ardea alba modesta Gray, 1831",River red gum woodland,3,FALSE,0.15,
Murrumbidgee River,Paika Creek,Bird diversity site in Western lakes,-34.4664,143.5936,2023-02-23 14:11,2023-02-23 14:11,2023-02-23 14:37,E3,59,"Fulica atra Linnaeus, 1758",River red gum woodland,2,FALSE,0.15,
Murrumbidgee River,Paika Creek,Bird diversity site in Western lakes,-34.4664,143.5936,2023-02-23 14:11,2023-02-23 14:11,2023-02-23 14:37,E3,211,"Anas (Nettion) gracilis Buller, 1869",River red gum woodland,2,FALSE,0.15,
Murrumbidgee River,Paika Creek,Bird diversity site in Western lakes,-34.4664,143.5936,2023-02-23 14:11,2023-02-23 14:11,2023-02-23 14:37,E3,97,"Phalacrocorax (Phalacrocorax) sulcirostris (Brandt, 1837)",River red gum woodland,19,FALSE,0.15,
Murrumbidgee River,Paika Creek,Bird diversity site in Western lakes,-34.4664,143.5936,2023-02-23 14:11,2023-02-23 14:11,2023-02-23 14:37,E3,185,"Egretta garzetta (Linnaeus, 1766)",River red gum woodland,1,FALSE,0.15,
Murrumbidgee River,Paika Creek,Bird diversity site in Western lakes,-34.4664,143.5936,2023-02-23 14:11,2023-02-23 14:11,2023-02-23 14:37,E3,100,"Microcarbo melanoleucos (Vieillot, 1817)",River red gum woodland,1,FALSE,0.15,
Murrumbidgee River,Paika Creek,Bird diversity site in Western lakes,-34.4664,143.5936,2023-02-23 14:11,2023-02-23 14:11,2023-02-23 14:37,E3,188,"Egretta novaehollandiae (Latham, 1790)",River red gum woodland,1,FALSE,0.15,
Murrumbidgee River,Paika Lake,Bird diversity site in Western lakes,-34.4729,143.5865,2019-10-22 14:10,2019-10-22 14:10,2019-10-22 15:34,E3,208,"Anas (Anas) superciliosa Gmelin, 1789",Open water (no vegetation),9,FALSE,0.5,
Murrumbidgee River,Paika Lake,Bird diversity site in Western lakes,-34.4729,143.5865,2019-10-22 14:10,2019-10-22 14:10,2019-10-22 15:34,E3,211,"Anas (Nettion) gracilis Buller, 1869",Open water (no vegetation),42,FALSE,0.5,
Murrumbidgee River,Paika Lake,Bird diversity site in Western lakes,-34.4729,143.5865,2019-10-22 14:10,2019-10-22 14:10,2019-10-22 15:34,E3,8731,"Anhinga novaehollandiae (Gould, 1847)",Open water (no vegetation),3,FALSE,0.5,
Murrumbidgee River,Paika Lake,Bird diversity site in Western lakes,-34.4729,143.5865,2019-10-22 14:10,2019-10-22 14:10,2019-10-22 15:34,E3,163,"Calidris (Erolia) acuminata (Horsfield, 1821)",Open water (no vegetation),1,FALSE,0.5,
Murrumbidgee River,Paika Lake,Bird diversity site in Western lakes,-34.4729,143.5865,2019-10-22 14:10,2019-10-22 14:10,2019-10-22 15:34,E3,143,"Charadrius (Charadrius) ruficapillus Temminck, 1821",Open water (no vegetation),2,FALSE,0.5,
Murrumbidgee River,Paika Lake,Bird diversity site in Western lakes,-34.4729,143.5865,2019-10-22 14:10,2019-10-22 14:10,2019-10-22 15:34,E3,110,"Chlidonias (Pelodes) hybrida (Pallas, 1811)",Open water (no vegetation),3,FALSE,0.5,
Murrumbidgee River,Paika Lake,Bird diversity site in Western lakes,-34.4729,143.5865,2019-10-22 14:10,2019-10-22 14:10,2019-10-22 15:34,E3,125,"Chroicocephalus novaehollandiae (Stephens, 1826)",Open water (no vegetation),1,FALSE,0.5,
Murrumbidgee River,Paika Lake,Bird diversity site in Western lakes,-34.4729,143.5865,2019-10-22 14:10,2019-10-22 14:10,2019-10-22 15:34,E3,144,"Elseyornis melanops (Vieillot, 1818)",Open water (no vegetation),2,FALSE,0.5,
Murrumbidgee River,Paika Lake,Bird diversity site in Western lakes,-34.4729,143.5865,2019-10-22 14:10,2019-10-22 14:10,2019-10-22 15:34,E3,228,"Haliastur sphenurus (Vieillot, 1818)",Open water (no vegetation),2,TRUE,0.5,
Murrumbidgee River,Paika Lake,Bird diversity site in Western lakes,-34.4729,143.5865,2019-10-22 14:10,2019-10-22 14:10,2019-10-22 15:34,E3,112,"Hydroprogne caspia (Pallas, 1770)",Open water (no vegetation),8,FALSE,0.5,
Murrumbidgee River,Paika Lake,Bird diversity site in Western lakes,-34.4729,143.5865,2019-10-22 14:10,2019-10-22 14:10,2019-10-22 15:34,E3,100,"Microcarbo melanoleucos (Vieillot, 1817)",Open water (no vegetation),38,FALSE,0.5,
Murrumbidgee River,Paika Lake,Bird diversity site in Western lakes,-34.4729,143.5865,2019-10-22 14:10,2019-10-22 14:10,2019-10-22 15:34,E3,106,"Pelecanus conspicillatus Temminck, 1824",Open water (no vegetation),96,FALSE,0.5,
Murrumbidgee River,Paika Lake,Bird diversity site in Western lakes,-34.4729,143.5865,2019-10-22 14:10,2019-10-22 14:10,2019-10-22 15:34,E3,97,"Phalacrocorax (Phalacrocorax) sulcirostris (Brandt, 1837)",Open water (no vegetation),5,FALSE,0.5,
Murrumbidgee River,Paika Lake,Bird diversity site in Western lakes,-34.4729,143.5865,2019-10-22 14:10,2019-10-22 14:10,2019-10-22 15:34,E3,181,"Platalea (Platalea) regia Gould, 1838",Open water (no vegetation),2,FALSE,0.5,
Murrumbidgee River,Paika Lake,Bird diversity site in Western lakes,-34.4729,143.5865,2019-10-22 14:10,2019-10-22 14:10,2019-10-22 15:34,E3,182,"Platalea (Platibis) flavipes Gould, 1838",Open water (no vegetation),3,FALSE,0.5,
Murrumbidgee River,Paika Lake,Bird diversity site in Western lakes,-34.4729,143.5865,2019-10-22 14:10,2019-10-22 14:10,2019-10-22 15:34,E3,207,"Tadorna (Casarca) tadornoides (Jardine & Selby, 1828)",Open water (no vegetation),1,FALSE,0.5,
Murrumbidgee River,Paika Lake,Bird diversity site in Western lakes,-34.4729,143.5865,2019-10-22 14:10,2019-10-22 14:10,2019-10-22 15:34,E3,133,"Vanellus (Lobipluvia) miles (Boddaert, 1783)",Open water (no vegetation),10,FALSE,0.5,
Murrumbidgee River,Paika Lake,Bird diversity site in Western lakes,-34.4729,143.5865,2019-10-23 7:26,2019-10-23 7:26,2019-10-23 8:55,E3,211,"Anas (Nettion) gracilis Buller, 1869",Open water (no vegetation),61,FALSE,0.5,
Murrumbidgee River,Paika Lake,Bird diversity site in Western lakes,-34.4729,143.5865,2019-10-23 7:26,2019-10-23 7:26,2019-10-23 8:55,E3,8731,"Anhinga novaehollandiae (Gould, 1847)",Open water (no vegetation),10,FALSE,0.5,
Murrumbidgee River,Paika Lake,Bird diversity site in Western lakes,-34.4729,143.5865,2019-10-23 7:26,2019-10-23 7:26,2019-10-23 8:55,E3,8712,"Ardea (Casmerodius) modesta J.E. Gray, 1831",Open water (no vegetation),2,FALSE,0.5,
Murrumbidgee River,Paika Lake,Bird diversity site in Western lakes,-34.4729,143.5865,2019-10-23 7:26,2019-10-23 7:26,2019-10-23 8:55,E3,143,"Charadrius (Charadrius) ruficapillus Temminck, 1821",Open water (no vegetation),15,FALSE,0.5,
Murrumbidgee River,Paika Lake,Bird diversity site in Western lakes,-34.4729,143.5865,2019-10-23 7:26,2019-10-23 7:26,2019-10-23 8:55,E3,125,"Chroicocephalus novaehollandiae (Stephens, 1826)",Open water (no vegetation),2,FALSE,0.5,
Murrumbidgee River,Paika Lake,Bird diversity site in Western lakes,-34.4729,143.5865,2019-10-23 7:26,2019-10-23 7:26,2019-10-23 8:55,E3,188,"Egretta novaehollandiae (Latham, 1790)",Open water (no vegetation),2,FALSE,0.5,
Murrumbidgee River,Paika Lake,Bird diversity site in Western lakes,-34.4729,143.5865,2019-10-23 7:26,2019-10-23 7:26,2019-10-23 8:55,E3,228,"Haliastur sphenurus (Vieillot, 1818)",Open water (no vegetation),2,FALSE,0.5,
Murrumbidgee River,Paika Lake,Bird diversity site in Western lakes,-34.4729,143.5865,2019-10-23 7:26,2019-10-23 7:26,2019-10-23 8:55,E3,112,"Hydroprogne caspia (Pallas, 1770)",Open water (no vegetation),6,FALSE,0.5,
Murrumbidgee River,Paika Lake,Bird diversity site in Western lakes,-34.4729,143.5865,2019-10-23 7:26,2019-10-23 7:26,2019-10-23 8:55,E3,106,"Pelecanus conspicillatus Temminck, 1824",Open water (no vegetation),41,FALSE,0.5,
Murrumbidgee River,Paika Lake,Bird diversity site in Western lakes,-34.4729,143.5865,2019-10-23 7:26,2019-10-23 7:26,2019-10-23 8:55,E3,97,"Phalacrocorax (Phalacrocorax) sulcirostris (Brandt, 1837)",Open water (no vegetation),3,FALSE,0.5,
Murrumbidgee River,Paika Lake,Bird diversity site in Western lakes,-34.4729,143.5865,2019-10-23 7:26,2019-10-23 7:26,2019-10-23 8:55,E3,99,"Phalacrocorax (Phalacrocorax) varius (Gmelin, 1789)",Open water (no vegetation),46,FALSE,0.5,
Murrumbidgee River,Paika Lake,Bird diversity site in Western lakes,-34.4729,143.5865,2019-10-23 7:26,2019-10-23 7:26,2019-10-23 8:55,E3,181,"Platalea (Platalea) regia Gould, 1838",Open water (no vegetation),3,FALSE,0.5,
Murrumbidgee River,Paika Lake,Bird diversity site in Western lakes,-34.4729,143.5865,2019-10-23 7:26,2019-10-23 7:26,2019-10-23 8:55,E3,182,"Platalea (Platibis) flavipes Gould, 1838",Open water (no vegetation),4,FALSE,0.5,
Murrumbidgee River,Paika Lake,Bird diversity site in Western lakes,-34.4729,143.5865,2019-10-23 7:26,2019-10-23 7:26,2019-10-23 8:55,E3,60,"Podiceps cristatus (Linnaeus, 1758)",Open water (no vegetation),2,FALSE,0.5,
Murrumbidgee River,Paika Lake,Bird diversity site in Western lakes,-34.4729,143.5865,2019-10-23 7:26,2019-10-23 7:26,2019-10-23 8:55,E3,62,"Poliocephalus poliocephalus (Jardine & Selby, 1827)",Open water (no vegetation),3,FALSE,0.5,
Murrumbidgee River,Paika Lake,Bird diversity site in Western lakes,-34.4729,143.5865,2019-10-23 7:26,2019-10-23 7:26,2019-10-23 8:55,E3,207,"Tadorna (Casarca) tadornoides (Jardine & Selby, 1828)",Open water (no vegetation),8,FALSE,0.5,
Murrumbidgee River,Paika Lake,Bird diversity site in Western lakes,-34.4729,143.5865,2019-10-23 7:26,2019-10-23 7:26,2019-10-23 8:55,E3,55,"Tribonyx ventralis (Gould, 1837)",Open water (no vegetation),12,FALSE,0.5,
Murrumbidgee River,Paika Lake,Bird diversity site in Western lakes,-34.4729,143.5865,2019-10-23 7:26,2019-10-23 7:26,2019-10-23 8:55,E3,N/A,Unidentified duck,Open water (no vegetation),11,FALSE,0.5,
Murrumbidgee River,Paika Lake,Bird diversity site in Western lakes,-34.4729,143.5865,2019-10-23 7:26,2019-10-23 7:26,2019-10-23 8:55,E3,133,"Vanellus (Lobipluvia) miles (Boddaert, 1783)",Open water (no vegetation),8,FALSE,0.5,
Murrumbidgee River,Paika Lake,Bird diversity site in Western lakes,-34.4729,143.5865,2020-02-25 17:18,2020-02-25 17:18,2020-02-25 18:20,E3,208,"Anas (Anas) superciliosa Gmelin, 1789",Open water (no vegetation),40,FALSE,0.5,
Murrumbidgee River,Paika Lake,Bird diversity site in Western lakes,-34.4729,143.5865,2020-02-25 17:18,2020-02-25 17:18,2020-02-25 18:20,E3,210,"Anas (Nettion) castanea (Eyton, 1838)",Open water (no vegetation),15,FALSE,0.5,
Murrumbidgee River,Paika Lake,Bird diversity site in Western lakes,-34.4729,143.5865,2020-02-25 17:18,2020-02-25 17:18,2020-02-25 18:20,E3,211,"Anas (Nettion) gracilis Buller, 1869",Open water (no vegetation),53,FALSE,0.5,
Murrumbidgee River,Paika Lake,Bird diversity site in Western lakes,-34.4729,143.5865,2020-02-25 17:18,2020-02-25 17:18,2020-02-25 18:20,E3,212,"Anas (Spatula) rhynchotis Latham, 1801",Open water (no vegetation),2,FALSE,0.5,
Murrumbidgee River,Paika Lake,Bird diversity site in Western lakes,-34.4729,143.5865,2020-02-25 17:18,2020-02-25 17:18,2020-02-25 18:20,E3,8731,"Anhinga novaehollandiae (Gould, 1847)",Open water (no vegetation),3,FALSE,0.5,
Murrumbidgee River,Paika Lake,Bird diversity site in Western lakes,-34.4729,143.5865,2020-02-25 17:18,2020-02-25 17:18,2020-02-25 18:20,E3,143,"Charadrius (Charadrius) ruficapillus Temminck, 1821",Open water (no vegetation),2,FALSE,0.5,
Murrumbidgee River,Paika Lake,Bird diversity site in Western lakes,-34.4729,143.5865,2020-02-25 17:18,2020-02-25 17:18,2020-02-25 18:20,E3,202,"Chenonetta jubata (Latham, 1801)",Open water (no vegetation),24,FALSE,0.5,
Murrumbidgee River,Paika Lake,Bird diversity site in Western lakes,-34.4729,143.5865,2020-02-25 17:18,2020-02-25 17:18,2020-02-25 18:20,E3,125,"Chroicocephalus novaehollandiae (Stephens, 1826)",Open water (no vegetation),7,FALSE,0.5,
Murrumbidgee River,Paika Lake,Bird diversity site in Western lakes,-34.4729,143.5865,2020-02-25 17:18,2020-02-25 17:18,2020-02-25 18:20,E3,188,"Egretta novaehollandiae (Latham, 1790)",Open water (no vegetation),1,FALSE,0.5,
Murrumbidgee River,Paika Lake,Bird diversity site in Western lakes,-34.4729,143.5865,2020-02-25 17:18,2020-02-25 17:18,2020-02-25 18:20,E3,144,"Elseyornis melanops (Vieillot, 1818)",Open water (no vegetation),1,FALSE,0.5,
Murrumbidgee River,Paika Lake,Bird diversity site in Western lakes,-34.4729,143.5865,2020-02-25 17:18,2020-02-25 17:18,2020-02-25 18:20,E3,228,"Haliastur sphenurus (Vieillot, 1818)",Open water (no vegetation),1,FALSE,0.5,
Murrumbidgee River,Paika Lake,Bird diversity site in Western lakes,-34.4729,143.5865,2020-02-25 17:18,2020-02-25 17:18,2020-02-25 18:20,E3,146,"Himantopus himantopus (Linnaeus, 1758)",Open water (no vegetation),2,FALSE,0.5,
Murrumbidgee River,Paika Lake,Bird diversity site in Western lakes,-34.4729,143.5865,2020-02-25 17:18,2020-02-25 17:18,2020-02-25 18:20,E3,213,"Malacorhynchus membranaceus (Latham, 1801)",Open water (no vegetation),2,FALSE,0.5,
Murrumbidgee River,Paika Lake,Bird diversity site in Western lakes,-34.4729,143.5865,2020-02-25 17:18,2020-02-25 17:18,2020-02-25 18:20,E3,100,"Microcarbo melanoleucos (Vieillot, 1817)",Open water (no vegetation),97,FALSE,0.5,
Murrumbidgee River,Paika Lake,Bird diversity site in Western lakes,-34.4729,143.5865,2020-02-25 17:18,2020-02-25 17:18,2020-02-25 18:20,E3,106,"Pelecanus conspicillatus Temminck, 1824",Open water (no vegetation),923,FALSE,0.5,
Murrumbidgee River,Paika Lake,Bird diversity site in Western lakes,-34.4729,143.5865,2020-02-25 17:18,2020-02-25 17:18,2020-02-25 18:20,E3,97,"Phalacrocorax (Phalacrocorax) sulcirostris (Brandt, 1837)",Open water (no vegetation),14,FALSE,0.5,
Murrumbidgee River,Paika Lake,Bird diversity site in Western lakes,-34.4729,143.5865,2020-02-25 17:18,2020-02-25 17:18,2020-02-25 18:20,E3,181,"Platalea (Platalea) regia Gould, 1838",Open water (no vegetation),4,FALSE,0.5,
Murrumbidgee River,Paika Lake,Bird diversity site in Western lakes,-34.4729,143.5865,2020-02-25 17:18,2020-02-25 17:18,2020-02-25 18:20,E3,182,"Platalea (Platibis) flavipes Gould, 1838",Open water (no vegetation),4,FALSE,0.5,
Murrumbidgee River,Paika Lake,Bird diversity site in Western lakes,-34.4729,143.5865,2020-02-25 17:18,2020-02-25 17:18,2020-02-25 18:20,E3,62,"Poliocephalus poliocephalus (Jardine & Selby, 1827)",Open water (no vegetation),1,FALSE,0.5,
Murrumbidgee River,Paika Lake,Bird diversity site in Western lakes,-34.4729,143.5865,2020-02-25 17:18,2020-02-25 17:18,2020-02-25 18:20,E3,148,"Recurvirostra novaehollandiae Vieillot, 1816",Open water (no vegetation),2,FALSE,0.5,
Murrumbidgee River,Paika Lake,Bird diversity site in Western lakes,-34.4729,143.5865,2020-02-25 17:18,2020-02-25 17:18,2020-02-25 18:20,E3,133,"Vanellus (Lobipluvia) miles (Boddaert, 1783)",Open water (no vegetation),23,FALSE,0.5,
Murrumbidgee River,Paika Lake,Bird diversity site in Western lakes,-34.4729,143.5865,2020-02-26 7:05,2020-02-26 7:05,2020-02-26 8:15,E3,208,"Anas (Anas) superciliosa Gmelin, 1789",Open water (no vegetation),11,FALSE,0.5,
Murrumbidgee River,Paika Lake,Bird diversity site in Western lakes,-34.4729,143.5865,2020-02-26 7:05,2020-02-26 7:05,2020-02-26 8:15,E3,210,"Anas (Nettion) castanea (Eyton, 1838)",Open water (no vegetation),2,FALSE,0.5,
Murrumbidgee River,Paika Lake,Bird diversity site in Western lakes,-34.4729,143.5865,2020-02-26 7:05,2020-02-26 7:05,2020-02-26 8:15,E3,211,"Anas (Nettion) gracilis Buller, 1869",Open water (no vegetation),94,FALSE,0.5,
Murrumbidgee River,Paika Lake,Bird diversity site in Western lakes,-34.4729,143.5865,2020-02-26 7:05,2020-02-26 7:05,2020-02-26 8:15,E3,8731,"Anhinga novaehollandiae (Gould, 1847)",Open water (no vegetation),1,FALSE,0.5,
Murrumbidgee River,Paika Lake,Bird diversity site in Western lakes,-34.4729,143.5865,2020-02-26 7:05,2020-02-26 7:05,2020-02-26 8:15,E3,143,"Charadrius (Charadrius) ruficapillus Temminck, 1821",Open water (no vegetation),45,FALSE,0.5,
Murrumbidgee River,Paika Lake,Bird diversity site in Western lakes,-34.4729,143.5865,2020-02-26 7:05,2020-02-26 7:05,2020-02-26 8:15,E3,202,"Chenonetta jubata (Latham, 1801)",Open water (no vegetation),77,FALSE,0.5,
Murrumbidgee River,Paika Lake,Bird diversity site in Western lakes,-34.4729,143.5865,2020-02-26 7:05,2020-02-26 7:05,2020-02-26 8:15,E3,125,"Chroicocephalus novaehollandiae (Stephens, 1826)",Open water (no vegetation),8,FALSE,0.5,
Murrumbidgee River,Paika Lake,Bird diversity site in Western lakes,-34.4729,143.5865,2020-02-26 7:05,2020-02-26 7:05,2020-02-26 8:15,E3,203,"Cygnus (Chenopis) atratus (Latham, 1790)",Open water (no vegetation),4,FALSE,0.5,
